Dataset,Question-Type,Answer-type,Question,gold_10_1,gold_10_1_data_source_path,gold_10_2,gold_10_2_data_source_path,gold_10_3,gold_10_3_data_source_path,gold_50_1,gold_50_1_data_source_path,gold_50_2,gold_50_2_data_source_path,gold_50_3,gold_50_3_data_source_path,gold_100_1,gold_100_1_data_source_path,gold_100_2,gold_100_2_data_source_path,gold_100_3,gold_100_3_data_source_path,gold_250_1,gold_250_1_data_source_path,gold_250_2,gold_250_2_data_source_path,gold_250_3,gold_250_3_data_source_path,gold_500_1,gold_500_1_data_source_path,gold_500_2,gold_500_2_data_source_path,gold_500_3,gold_500_3_data_source_path,gold_750_1,gold_750_1_data_source_path,gold_750_2,gold_750_2_data_source_path,gold_750_3,gold_750_3_data_source_path,gold_1000_1,gold_1000_1_data_source_path,gold_1000_2,gold_1000_2_data_source_path,gold_1000_3,gold_1000_3_data_source_path
ste-sentiment_analysis,Calculation,percentage,What is the percentage of non-negative entries towards the target 'sharknado'?,66.00%,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,100.00%,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,50.00%,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,84.62%,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,84.62%,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,84.62%,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,85.19%,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,85.19%,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,85.19%,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,86.57%,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,86.57%,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,86.57%,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,86.03%,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,86.03%,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,86.03%,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,86.27%,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,86.27%,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,86.27%,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,86.35%,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,86.35%,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,86.35%,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Calculation,number,Return the number of non-neutral entries towards the targets ‘kane’ or ‘ps4’.,1,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,3,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,4,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,11,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,11,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,11,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,22,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,22,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,22,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,50,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,50,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,50,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,98,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,98,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,98,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,147,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,147,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,147,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,196,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,196,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,196,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Is the number of neutral entries towards the target ‘kane’ greater than those towards the target ‘ira’?,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Is the number of positive entries towards the target ‘sharknado’ greater than the number of negative entries towards the target ‘ira’?,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Is the number of neutral entries towards “ira” no greater than the number of negative entries towards “ps4”?,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Are there fewer positive entries towards ‘sharknado’ than those towards ‘ira’?,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Do neutral entries towards ‘ira’ make up more than 35% of all entries with ‘ira’ as a target?,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,yes,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Do positive entries towards the target ‘sharknado’ account for less than 30% of all entries targeting ‘sharknado’?,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Does the proportion of neutral entries towards ‘kane’ fall between 30% and 50% of all entries targeting ‘kane’?,yes,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Is the ratio of positive to negative entries towards the target 'kane' less than 1:1?,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Comparison,yes/no,Is the ratio of positive entries towards 'ira' to positive entries towards 'sharknado' greater than 2:1?,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,no,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
ste-sentiment_analysis,Calculation,percentage,What is the percentage difference between non-negative and negative entries towards the target 'ps4' only?,0.00%,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_1.txt,100.00%,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_2.txt,0.00%,./data_source/ste-sentiment_analysis/10/ste-sentiment_analysis_3.txt,84.62%,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_1.txt,84.62%,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_2.txt,84.62%,./data_source/ste-sentiment_analysis/50/ste-sentiment_analysis_3.txt,84.00%,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_1.txt,84.00%,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_2.txt,84.00%,./data_source/ste-sentiment_analysis/100/ste-sentiment_analysis_3.txt,90.32%,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_1.txt,90.32%,./data_source/ste-sentiment_analysis/250/ste-sentiment_analysis_2.txt,90.32%,./data_source/ste-sentiment_analysis100ste-sentiment_analysis_3.txt,91.94%,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_1.txt,91.94%,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_2.txt,91.94%,./data_source/ste-sentiment_analysis/500/ste-sentiment_analysis_3.txt,92.51%,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_1.txt,92.51%,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_2.txt,92.51%,./data_source/ste-sentiment_analysis/750/ste-sentiment_analysis_3.txt,92.00%,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_1.txt,92.00%,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_2.txt,92.00%,./data_source/ste-sentiment_analysis/1000/ste-sentiment_analysis_3.txt
te-stance_detection,Count,number,What is the number of entries expressing favor stance toward the given target ‘abortion’?,1,./data_source/te-stance_detection/10/te-stance_detection_1.txt,1,./data_source/te-stance_detection/10/te-stance_detection_2.txt,1,./data_source/te-stance_detection/10/te-stance_detection_3.txt,4,./data_source/te-stance_detection/50/te-stance_detection_1.txt,4,./data_source/te-stance_detection/50/te-stance_detection_2.txt,4,./data_source/te-stance_detection/50/te-stance_detection_3.txt,7,./data_source/te-stance_detection/100/te-stance_detection_1.txt,7,./data_source/te-stance_detection/100/te-stance_detection_2.txt,7,./data_source/te-stance_detection/100/te-stance_detection_3.txt,18,./data_source/te-stance_detection/250/te-stance_detection_1.txt,18,./data_source/te-stance_detection/250/te-stance_detection_2.txt,18,./data_source/te-stance_detection100te-stance_detection_3.txt,36,./data_source/te-stance_detection/500/te-stance_detection_1.txt,36,./data_source/te-stance_detection/500/te-stance_detection_2.txt,36,./data_source/te-stance_detection/500/te-stance_detection_3.txt,53,./data_source/te-stance_detection/750/te-stance_detection_1.txt,53,./data_source/te-stance_detection/750/te-stance_detection_2.txt,53,./data_source/te-stance_detection/750/te-stance_detection_3.txt,71,./data_source/te-stance_detection/1000/te-stance_detection_1.txt,71,./data_source/te-stance_detection/1000/te-stance_detection_2.txt,71,./data_source/te-stance_detection/1000/te-stance_detection_3.txt
te-stance_detection,Comparison,yes/no,Is the percentage of entries with 'none' or 'favor' stance towards the ‘feminist’ target greater than 25% over the whole dataset?,no,./data_source/te-stance_detection/10/te-stance_detection_1.txt,no,./data_source/te-stance_detection/10/te-stance_detection_2.txt,no,./data_source/te-stance_detection/10/te-stance_detection_3.txt,no,./data_source/te-stance_detection/50/te-stance_detection_1.txt,no,./data_source/te-stance_detection/50/te-stance_detection_2.txt,no,./data_source/te-stance_detection/50/te-stance_detection_3.txt,no,./data_source/te-stance_detection/100/te-stance_detection_1.txt,no,./data_source/te-stance_detection/100/te-stance_detection_2.txt,no,./data_source/te-stance_detection/100/te-stance_detection_3.txt,no,./data_source/te-stance_detection/250/te-stance_detection_1.txt,no,./data_source/te-stance_detection/250/te-stance_detection_2.txt,no,./data_source/te-stance_detection100te-stance_detection_3.txt,no,./data_source/te-stance_detection/500/te-stance_detection_1.txt,no,./data_source/te-stance_detection/500/te-stance_detection_2.txt,no,./data_source/te-stance_detection/500/te-stance_detection_3.txt,no,./data_source/te-stance_detection/750/te-stance_detection_1.txt,no,./data_source/te-stance_detection/750/te-stance_detection_2.txt,no,./data_source/te-stance_detection/750/te-stance_detection_3.txt,no,./data_source/te-stance_detection/1000/te-stance_detection_1.txt,no,./data_source/te-stance_detection/1000/te-stance_detection_2.txt,no,./data_source/te-stance_detection/1000/te-stance_detection_3.txt
te-stance_detection,Comparison,yes/no,"For the target ‘climate’, are none stance instances more frequent than against stance instances?",no,./data_source/te-stance_detection/10/te-stance_detection_1.txt,no,./data_source/te-stance_detection/10/te-stance_detection_2.txt,no,./data_source/te-stance_detection/10/te-stance_detection_3.txt,yes,./data_source/te-stance_detection/50/te-stance_detection_1.txt,yes,./data_source/te-stance_detection/50/te-stance_detection_2.txt,yes,./data_source/te-stance_detection/50/te-stance_detection_3.txt,yes,./data_source/te-stance_detection/100/te-stance_detection_1.txt,yes,./data_source/te-stance_detection/100/te-stance_detection_2.txt,yes,./data_source/te-stance_detection/100/te-stance_detection_3.txt,yes,./data_source/te-stance_detection/250/te-stance_detection_1.txt,yes,./data_source/te-stance_detection/250/te-stance_detection_2.txt,yes,./data_source/te-stance_detection100te-stance_detection_3.txt,yes,./data_source/te-stance_detection/500/te-stance_detection_1.txt,yes,./data_source/te-stance_detection/500/te-stance_detection_2.txt,yes,./data_source/te-stance_detection/500/te-stance_detection_3.txt,yes,./data_source/te-stance_detection/750/te-stance_detection_1.txt,yes,./data_source/te-stance_detection/750/te-stance_detection_2.txt,yes,./data_source/te-stance_detection/750/te-stance_detection_3.txt,yes,./data_source/te-stance_detection/1000/te-stance_detection_1.txt,yes,./data_source/te-stance_detection/1000/te-stance_detection_2.txt,yes,./data_source/te-stance_detection/1000/te-stance_detection_3.txt
te-stance_detection,Count,number,Return the number of ’against' stance instances towards the given target word ‘feminist’.,1,./data_source/te-stance_detection/10/te-stance_detection_1.txt,1,./data_source/te-stance_detection/10/te-stance_detection_2.txt,1,./data_source/te-stance_detection/10/te-stance_detection_3.txt,9,./data_source/te-stance_detection/50/te-stance_detection_1.txt,9,./data_source/te-stance_detection/50/te-stance_detection_2.txt,9,./data_source/te-stance_detection/50/te-stance_detection_3.txt,19,./data_source/te-stance_detection/100/te-stance_detection_1.txt,19,./data_source/te-stance_detection/100/te-stance_detection_2.txt,19,./data_source/te-stance_detection/100/te-stance_detection_3.txt,47,./data_source/te-stance_detection/250/te-stance_detection_1.txt,47,./data_source/te-stance_detection/250/te-stance_detection_2.txt,47,./data_source/te-stance_detection100te-stance_detection_3.txt,95,./data_source/te-stance_detection/500/te-stance_detection_1.txt,95,./data_source/te-stance_detection/500/te-stance_detection_2.txt,95,./data_source/te-stance_detection/500/te-stance_detection_3.txt,143,./data_source/te-stance_detection/750/te-stance_detection_1.txt,143,./data_source/te-stance_detection/750/te-stance_detection_2.txt,143,./data_source/te-stance_detection/750/te-stance_detection_3.txt,191,./data_source/te-stance_detection/1000/te-stance_detection_1.txt,191,./data_source/te-stance_detection/1000/te-stance_detection_2.txt,191,./data_source/te-stance_detection/1000/te-stance_detection_3.txt
