Dataset,Question-Type,Answer-type,Question,gold_10_1,gold_10_2,gold_10_3,gold_50_1,gold_50_2,gold_50_3,gold_100_1,gold_100_2,gold_100_3,gold_250_1,gold_250_2,gold_250_3,gold_500_1,gold_500_2,gold_500_3,gold_750_1,gold_750_2,gold_750_3,gold_1000_1,gold_1000_2,gold_1000_3,base_yes,base_no,base_0%,base_50%,base_100%,base_0,base_100,base_500,base_1000
te-hate_speech_detection,Comparison,yes/no,Is the ratio of hateful to non-hateful entries less than 1:1?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-hate_speech_detection,Calculation,percentage,By how much does the larger percentage exceed the smaller percentage among hateful entries and non‑hateful entries?,20.00%,20.00%,20.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Existence,yes/no,Does the dataset contain non-offensive entries?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Existence,yes/no,Does the dataset include offensive entries?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Existence,yes/no,Do all the entries in this dataset contain offensive or non-offensive language?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Do entries containing offensive language represent more than 70% of the dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Is the proportion of instances with non-offensive language below 40%?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Count,number,What is the total number of non-offensive entries?,6,6,6,33,33,33,67,67,67,167,167,167,334,334,334,502,502,502,669,669,669,,,,,,0,100,500,1000
te-offensive_language_detection,Count,number,Count all instances with offensive language.,4,4,4,17,17,17,33,33,33,83,83,83,166,166,166,248,248,248,331,331,331,,,,,,0,100,500,1000
te-offensive_language_detection,Calculation,percentage,What is the percentage of non-offensive entries?,60.00%,60.00%,60.00%,66.00%,66.00%,66.00%,67.00%,67.00%,67.00%,66.80%,66.80%,66.80%,66.80%,66.80%,66.80%,66.93%,66.93%,66.93%,66.90%,66.90%,66.90%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Calculation,percentage,What is the proportion of non-offensive instances in the dataset?,60.00%,60.00%,60.00%,66.00%,66.00%,66.00%,67.00%,67.00%,67.00%,66.80%,66.80%,66.80%,66.80%,66.80%,66.80%,66.93%,66.93%,66.93%,66.90%,66.90%,66.90%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Calculation,number,What is the absolute difference between the number of offensive and non-offensive entries?,2,2,2,16,16,16,34,34,34,84,84,84,168,168,168,254,254,254,338,338,338,,,,,,0,100,500,1000
te-offensive_language_detection,Comparison,yes/no,Is the proportion of offensive entries between 25% and 40%?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Existence,yes/no,Does the dataset contain at least one non-offensive entry?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Is the distribution of offensive vs non-offensive entries relatively balanced (within ±10%)?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Existence,yes/no,Does every entry in the dataset contain offensive language?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Does the percentage of non-offensive entries exceed that of offensive entries by less than 10%?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Calculation,number,What is the total number of offensive entries and non-offensive entries over the dataset?,10,10,10,50,50,50,100,100,100,250,250,250,500,500,500,750,750,750,1000,1000,1000,,,,,,0,100,500,1000
te-offensive_language_detection,Calculation,number,What is the absolute difference in the number of entries between offensive and non-offensive language?,2,2,2,16,16,16,34,34,34,84,84,84,168,168,168,254,254,254,338,338,338,,,,,,0,100,500,1000
te-offensive_language_detection,Calculation,percentage,What is the percentage of the less frequent category (offensive or non-offensive) out of the total data?,40.00%,40.00%,40.00%,34.00%,34.00%,34.00%,33.00%,33.00%,33.00%,33.20%,33.20%,33.20%,33.20%,33.20%,33.20%,33.07%,33.07%,33.07%,33.10%,33.10%,33.10%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Calculation,percentage,Return the percentage of offensive entries in the dataset.,40.00%,40.00%,40.00%,34.00%,34.00%,34.00%,33.00%,33.00%,33.00%,33.20%,33.20%,33.20%,33.20%,33.20%,33.20%,33.07%,33.07%,33.07%,33.10%,33.10%,33.10%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Calculation,percentage,What is the absolute difference between the percentage of non-offensive entries and the percentage of offensive entries?,20.00%,20.00%,20.00%,32.00%,32.00%,32.00%,34.00%,34.00%,34.00%,33.60%,33.60%,33.60%,33.60%,33.60%,33.60%,33.86%,33.86%,33.86%,33.80%,33.80%,33.80%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Existence,yes/no,Does the dataset only contain offensive entries?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Existence,yes/no,Does the dataset include both offensive and non-offensive labeled entries?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Existence,yes/no,Are all entries in the dataset non-offensive?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Existence,yes/no,Does the dataset contain entries that include neither the offensive nor non-offensive language?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Count,number,How many entries do not contain offensive language?,6,6,6,33,33,33,67,67,67,167,167,167,334,334,334,502,502,502,669,669,669,,,,,,0,100,500,1000
te-offensive_language_detection,Calculation,number,How many entries are either offensive or non-offensive?,10,10,10,50,50,50,100,100,100,250,250,250,500,500,500,750,750,750,1000,1000,1000,,,,,,0,100,500,1000
te-offensive_language_detection,Count,number,Return the total number of instances containing the most frequent category (between offensive and non-offensive language) in the dataset.,6,6,6,33,33,33,67,67,67,167,167,167,334,334,334,502,502,502,669,669,669,,,,,,0,100,500,1000
te-offensive_language_detection,Count,number,Return the total number of instances with less frequent (between offensive and non-offensive language) category in the dataset.,4,4,4,17,17,17,33,33,33,83,83,83,166,166,166,248,248,248,331,331,331,,,,,,0,100,500,1000
te-offensive_language_detection,Calculation,percentage,What is the percentage of entries that are not non-offensive?,40.00%,40.00%,40.00%,34.00%,34.00%,34.00%,33.00%,33.00%,33.00%,33.20%,33.20%,33.20%,33.20%,33.20%,33.20%,33.07%,33.07%,33.07%,33.10%,33.10%,33.10%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Calculation,percentage,What is the combined percentage of offensive and non-offensive entries in the dataset?,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Calculation,percentage,What is the percentage of the most frequent category (offensive or non-offensive) out of the total data?,60.00%,60.00%,60.00%,66.00%,66.00%,66.00%,67.00%,67.00%,67.00%,66.80%,66.80%,66.80%,66.80%,66.80%,66.80%,66.93%,66.93%,66.93%,66.90%,66.90%,66.90%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Calculation,percentage,What is the percentage of the less frequent category (offensive or non-offensive) out of the total data?,40.00%,40.00%,40.00%,34.00%,34.00%,34.00%,33.00%,33.00%,33.00%,33.20%,33.20%,33.20%,33.20%,33.20%,33.20%,33.07%,33.07%,33.07%,33.10%,33.10%,33.10%,,,0.00%,50.00%,100.00%,,,,
te-offensive_language_detection,Comparison,yes/no,Does the number of non-offensive entries exceed the number of offensive entries?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Are there fewer non-offensive instances compared to offensive ones?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Do offensive language entries make up the largest number of dataset instances?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Do entries containing the offensive language make up the smallest number of dataset instances?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Does the percentage of offensive entries exceed the percentage of non-offensive entries?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Do non-offensive entries have a lower percentage than offensive entries in the dataset?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Is the number of instances in the most frequent category more than 3 times that of the least frequent?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Is the percentage of non-offensive entries greater than the percentage of offensive entries?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Does any single category (offensive or non-offensive) individually exceed 50% of the total dataset?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Do the number of offensive instances exceed two-thirds of the total dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Calculation,percentage,By what absolute percentage does offensive language entries exceed non-offensive language entries?,20%,20%,20%,32%,32%,32%,34%,34%,34%,33.60%,33.60%,33.60%,33.60%,33.60%,33.60%,33.87%,33.87%,33.87%,33.80%,33.80%,33.80%,,,0%,50%,100%,,,,
te-offensive_language_detection,Comparison,yes/no,Are there more offensive instances than non-offensive ones in this dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Is the count of offensive language entries smaller than non-offensive language entries?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Do non-offensive instances outnumber offensive ones?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Is the ratio of offensive to non-offensive entries greater than 3:1?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-offensive_language_detection,Comparison,yes/no,Is the number of entries that do not contain offensive language larger than those that contain offensive language?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-offensive_language_detection,Count,number,What is the count of entries neither containing offensive nor non-offensive language?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,100,500,1000
te-offensive_language_detection,Comparison,yes/no,Is the ratio of offensive to non-offensive entries less than 1:2?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Existence,yes/no,Does the dataset include gender-based hate entries?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Existence,yes/no,Are there any entries that express hate toward people with disabilities?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Existence,yes/no,Is every entry assigned at least one hate category?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Is the difference between the number of race-based hate entries and gender-based hate entries greater than 25% of the dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Count,number,How many entries express race-based hate?,1,1,1,4,4,4,9,9,9,20,20,20,40,40,40,60,60,60,80,80,80,,,,,,0,100,500,1000
ste-tweethate,Calculation,percentage,Return the percentage of instances expressing origin-based hate,10.00%,10.00%,10.00%,4.00%,4.00%,4.00%,3.00%,3.00%,3.00%,2.80%,2.80%,2.80%,2.60%,2.60%,2.60%,2.53%,2.53%,2.53%,2.40%,2.40%,2.40%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Count,number,What is the number of entries that only express origin-based hate?,1,1,1,2,2,2,3,3,3,7,7,7,13,13,13,19,19,19,24,24,24,,,,,,0,100,500,1000
ste-tweethate,Calculation,percentage,What is the percentage difference between entries expressing disability-based hate and entries expressing race-based hate?,0.00%,0.00%,0.00%,6.00%,6.00%,6.00%,8.00%,8.00%,8.00%,7.20%,7.20%,7.20%,7.60%,7.60%,7.60%,7.60%,7.60%,7.60%,7.60%,7.60%,7.60%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Calculation,number,"Return the total number of instances in the most frequent hate category, excluding non-hate.",1,1,1,6,6,6,12,12,12,28,28,28,57,57,57,85,85,85,113,113,113,,,,,,0,100,500,1000
ste-tweethate,Comparison,yes/no,Are race-based hate entries the most frequent in the dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Does any single hate category make up more than 25% of all the hateful content?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Existence,yes/no,Does any entry contain multiple types of hate speech?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Do non-hate entries make up more than 25% of the dataset?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are there more non-hate entries than hate entries?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Is the number of religion-based hate instances lower than the number of gender-based hate instances?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Count,number,What is the count of non-hate entries?,3,3,3,31,31,31,66,66,66,173,173,173,350,350,350,527,527,527,705,705,705,,,,,,0,100,500,1000
ste-tweethate,Count,number,What is the total count of entries that do not express gender-based hate?,9,9,9,44,44,44,88,88,88,222,222,222,443,443,443,665,665,665,887,887,887,,,,,,0,100,500,1000
ste-tweethate,Calculation,percentage,What is the percentage of entries expressing gender-based hate?,10.00%,10.00%,10.00%,12.00%,12.00%,12.00%,12.00%,12.00%,12.00%,11.20%,11.20%,11.20%,11.40%,11.40%,11.40%,11.33%,11.33%,11.33%,11.30%,11.30%,11.30%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Calculation,percentage,What is the percentage of non-hate entries in the total dataset?,30.00%,30.00%,30.00%,62.00%,62.00%,62.00%,66.00%,66.00%,66.00%,69.20%,69.20%,69.20%,70.00%,70.00%,70.00%,70.27%,70.27%,70.27%,70.50%,70.50%,70.50%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Calculation,percentage,What is the combined percentage of race-based and gender-based hate entries in the dataset?,20.00%,20.00%,20.00%,20.00%,20.00%,20.00%,21.00%,21.00%,21.00%,19.20%,19.20%,19.20%,19.40%,19.40%,19.40%,19.33%,19.33%,19.33%,19.30%,19.30%,19.30%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Existence,yes/no,Does the dataset only contain entries expressing the origin hate speech?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Existence,yes/no,Does the dataset contain entries expressing both gender-based and age-based hate?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Existence,yes/no,Does the dataset contain entries expressing either sexuality-based or religion-based hate?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Existence,yes/no,Does the dataset contain any entries that do not express disability-based hate?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Existence,yes/no,Does the dataset contain entries that express neither gender-based nor race-based hate?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Count,number,How many entries which do not express the non-hate content?,7,7,7,19,19,19,34,34,34,77,77,77,150,150,150,223,223,223,295,295,295,,,,,,0,100,500,1000
ste-tweethate,Calculation,number,How many entries express either disability-based or origin-based hate?,2,2,2,3,3,3,4,4,4,9,9,9,15,15,15,22,22,22,28,28,28,,,,,,0,100,500,1000
ste-tweethate,Count,number,How many entries express gender-based hate but not race-based hate?,1,1,1,6,6,6,12,12,12,28,28,28,57,57,57,85,85,85,113,113,113,,,,,,0,100,500,1000
ste-tweethate,Calculation,percentage,What is the percentage of entries that do not express sexuality-based hate?,90.00%,90.00%,90.00%,94.00%,94.00%,94.00%,96.00%,96.00%,96.00%,96.00%,96.00%,96.00%,96.20%,96.20%,96.20%,96.27%,96.27%,96.27%,96.30%,96.30%,96.30%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Calculation,percentage,What is the absolute difference between the percentage of non-hate entries and entries expressing sexuality-based hate?,20.00%,20.00%,20.00%,56.00%,56.00%,56.00%,62.00%,62.00%,62.00%,65.20%,65.20%,65.20%,66.20%,66.20%,66.20%,66.54%,66.54%,66.54%,66.80%,66.80%,66.80%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Calculation,percentage,"What is the percentage of the most frequent hate speech category (only among non-hate, gender and origin) out of the total data?",30.00%,30.00%,30.00%,62.00%,62.00%,62.00%,66.00%,66.00%,66.00%,69.20%,69.20%,69.20%,70.00%,70.00%,70.00%,70.27%,70.27%,70.27%,70.50%,70.50%,70.50%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Calculation,percentage,"What is the percentage of the least frequent hate speech category (only among non-hate, gender and origin) out of the total data?",10.00%,10.00%,10.00%,10.00%,4.00%,4.00%,4.00%,3.00%,3.00%,3.00%,2.80%,2.80%,2.80%,2.60%,2.60%,2.60%,2.53%,2.53%,2.53%,2.40%,2.40%,,,0.00%,50.00%,100.00%,,,,
ste-tweethate,Calculation,number,What is the absolute difference between the number of entries expressing the non-hate and gender hate speech?,2,2,2,25,25,25,54,54,54,145,145,145,293,293,293,442,442,442,592,592,592,,,,,,0,100,500,1000
ste-tweethate,Comparison,yes/no,Does the number of entries expressing sexuality-based hate exceed those expressing gender-based hate?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are there fewer instances expressing sexuality-based hate compared to gender-based hate?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are religion-based hate entries the most frequent in the dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are instances expressing religion-based hate less frequent than both gender-based and race-based hate?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are instances expressing gender-based hate less frequent than either sexuality-based or race-based hate?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are instances expressing gender-based hate more frequent than both race-based and religion-based hate?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are instances expressing origin-based hate more frequent than either race-based or gender-based hate?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Does the percentage of gender-based hate entries exceed the percentage of disability-based hate entries?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Do gender-based hate entries have a lower percentage than sexuality-based hate entries in the dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are the sum of age-based and disability-based hate instances less frequent than gender-based hate instances?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are either the gender-based or race-based hate instances less frequent than age-based hate instances?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are the combined gender-based and race-based hate instances more frequent than sexuality-based hate instances?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Are either the origin-based or age-based hate instances more frequent than gender-based hate instances?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Is the proportion of sexuality-based hate entries between 30% and 40%?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Is the distribution of sexuality-based vs. religion-based hate entries relatively balanced (within ±10%)?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Is the number of instances in the most frequent hate speech category more than 2 times that of the least frequent?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-tweethate,Comparison,yes/no,Is the number of entries which do not express religion-based hate less than those that do?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Count,number,What is the number of entries expressing positive sentiment towards the given target ‘sharknado’?,0,2,1,6,6,6,12,12,12,31,31,31,62,62,62,93,93,93,124,124,124,,,,,,0,100,500,1000
ste-sentiment_analysis,Comparison,yes/no,Is the percentage of entries with 'neutral' or 'positive' sentiment towards the ‘kane’ target greater than 25% over the whole dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,"For the target ‘ps4’, are neutral instances more frequent than negative instances?",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Count,number,What is the total number of 'neutral' instances towards the target ‘ira’?,0,1,2,5,5,5,10,10,10,26,26,26,52,52,52,78,78,78,104,104,104,,,,,,0,100,500,1000
ste-sentiment_analysis,Calculation,percentage,"Return the percentage of instances expressing the least frequent sentiment (positive, negative and neutral) towards the target ‘sharknado’ over all the dataset entries.",20.00%,20.00%,10.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4.00%,3.60%,3.60%,3.60%,3.80%,3.80%,3.80%,3.73%,3.73%,3.73%,3.70%,3.70%,3.70%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,percentage,What is the percentage of entries that are considered positive towards the target ‘kane’ over all entries in the dataset?,0.00%,10.00%,10.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,5.80%,5.80%,5.80%,5.87%,5.87%,5.87%,5.80%,5.80%,5.80%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,percentage,What is the proportion of instances that contain 'positive‘ or ’neutral' sentiment towards a target ‘ps4’ over all entries in the dataset?,20.00%,30.00%,40.00%,24.00%,24.00%,24.00%,23.00%,23.00%,23.00%,23.60%,23.60%,23.60%,23.80%,23.80%,23.80%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Comparison,yes/no,"Overall, does the number of entries with positive sentiment exceed those with negative sentiment towards target ‘ira’ in the dataset?",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Please tell me if the given dataset contains entries expressing any sentiment towards the target 'sharknado'.,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Calculation,percentage,What is the proportion of entries that that express positive sentiment towards the target ‘sharknado’ over all entries in the dataset?,0.00%,20.00%,10.00%,12.00%,12.00%,12.00%,12.00%,12.00%,12.00%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Count,number,Return the number of entries that are neutral towards the target ‘ps4’.,1,3,2,7,7,7,13,13,13,35,35,35,70,70,70,106,106,106,141,141,141,,,,,,0,100,500,1000
